location,area_sqft,bedrooms,bathrooms,balconies,floors,parking,property_age,furnishing_status,property_type,distance_from_city_center,nearby_schools,nearby_hospitals,crime_rate,price
Noida,1581,2,1,2,3,0,26,Semi-Furnished,Apartment,19.2,2,4,3.7,5546000.0
Faridabad,1350,2,1,1,12,0,23,Semi-Furnished,Apartment,3.0,2,4,3.6,4071000.0
Delhi,1098,2,2,1,22,1,18,Furnished,Apartment,3.8,3,0,4.5,6373000.0
Ghaziabad,1566,3,2,1,17,2,6,Furnished,Apartment,22.9,5,4,1.0,5893000.0
Faridabad,1513,2,2,2,4,1,17,Furnished,Independent House,16.8,4,7,5.2,5177000.0
Greater Noida,2200,4,3,2,17,1,7,Furnished,Independent House,34.0,7,6,5.4,9708000.0
Greater Noida,1364,2,1,1,14,0,13,Semi-Furnished,Builder Floor,24.1,4,3,8.8,4243000.0
Gurgaon,1576,2,2,0,19,1,6,Semi-Furnished,Apartment,1.3,4,6,5.0,10019000.0
Faridabad,1725,3,2,1,9,0,27,Furnished,Apartment,17.4,9,7,4.3,4351000.0
Ghaziabad,1180,1,1,2,21,1,20,Unfurnished,Apartment,15.1,1,3,10.0,2581000.0
Noida,1646,3,2,1,12,1,27,Furnished,Builder Floor,4.6,4,0,6.1,8267000.0
Delhi,1833,3,3,1,5,1,26,Unfurnished,Independent House,32.4,6,4,5.3,9127000.0
Gurgaon,1092,2,1,1,11,1,3,Semi-Furnished,Apartment,28.4,1,2,5.5,4781000.0
Greater Noida,867,1,1,1,20,1,16,Semi-Furnished,Apartment,8.8,5,6,8.3,2927000.0
Noida,1320,2,1,1,3,2,4,Furnished,Builder Floor,9.7,6,4,4.1,7775000.0
Noida,661,1,1,2,21,2,11,Semi-Furnished,Independent House,2.1,4,3,4.5,4310000.0
Delhi,1299,2,1,0,15,1,8,Semi-Furnished,Independent House,11.1,8,6,7.8,9098000.0
Faridabad,1402,2,2,2,14,1,25,Unfurnished,Independent House,20.9,3,1,1.7,3508000.0
Greater Noida,1566,2,1,1,11,1,19,Semi-Furnished,Apartment,15.3,9,5,8.8,4498000.0
Ghaziabad,1702,3,3,1,20,2,12,Unfurnished,Apartment,34.0,0,1,4.9,3772000.0
Noida,1652,3,3,1,8,1,24,Furnished,Independent House,2.9,7,2,6.2,9874000.0
Delhi,1877,3,3,2,4,1,27,Unfurnished,Builder Floor,21.1,7,4,7.8,7748000.0
Ghaziabad,1368,2,1,3,12,1,17,Semi-Furnished,Apartment,30.2,6,0,3.4,3515000.0
Faridabad,1159,2,2,3,8,2,19,Unfurnished,Independent House,17.3,7,4,9.0,3282000.0
Greater Noida,1965,4,3,2,6,1,8,Furnished,Independent House,1.1,1,2,9.8,9703000.0
Faridabad,1604,3,3,1,15,1,3,Semi-Furnished,Builder Floor,9.3,2,2,5.4,5495000.0
Noida,2066,4,4,2,12,1,20,Semi-Furnished,Builder Floor,12.0,8,5,9.4,7877000.0
Ghaziabad,1137,2,2,2,16,1,26,Unfurnished,Apartment,33.8,0,2,1.0,2676000.0
Ghaziabad,1767,3,3,1,16,1,7,Semi-Furnished,Builder Floor,32.0,7,1,9.0,5150000.0
Ghaziabad,1842,3,3,2,21,0,0,Unfurnished,Builder Floor,33.3,7,5,3.8,6500000.0
Noida,1566,2,1,1,20,1,16,Furnished,Independent House,29.1,6,4,3.8,7977000.0
Noida,1416,3,3,1,20,2,24,Unfurnished,Independent House,13.0,4,6,3.1,6366000.0
Faridabad,1467,3,3,1,4,1,8,Unfurnished,Independent House,31.8,3,4,3.9,4497000.0
Gurgaon,1132,2,1,1,11,1,19,Unfurnished,Apartment,34.4,9,0,2.9,4554000.0
Faridabad,1429,2,1,1,13,0,12,Semi-Furnished,Independent House,12.9,9,2,9.2,4684000.0
Greater Noida,2107,4,3,1,9,1,1,Semi-Furnished,Independent House,9.9,9,2,9.1,9714000.0
Delhi,1973,4,4,1,4,2,12,Unfurnished,Builder Floor,19.6,9,3,1.9,10873000.0
Ghaziabad,1411,2,2,1,12,1,8,Furnished,Independent House,7.4,5,5,2.3,7291000.0
Gurgaon,1096,2,2,2,9,1,29,Semi-Furnished,Independent House,2.1,0,3,8.8,6290000.0
Delhi,1153,2,2,2,13,2,19,Semi-Furnished,Apartment,33.2,4,5,4.6,5101000.0
Gurgaon,1641,3,3,1,16,2,5,Unfurnished,Builder Floor,32.5,3,1,2.5,7551000.0
Faridabad,1303,2,2,0,6,2,27,Furnished,Apartment,6.5,3,5,5.6,4069000.0
Noida,2484,5,4,1,10,1,0,Semi-Furnished,Apartment,14.9,6,4,4.8,10141000.0
Ghaziabad,1026,2,1,3,13,0,27,Unfurnished,Builder Floor,29.3,8,0,3.0,2482000.0
Faridabad,1401,2,2,1,7,1,24,Furnished,Independent House,23.5,7,6,7.5,4395000.0
Delhi,1759,3,3,1,19,1,4,Unfurnished,Apartment,14.4,7,5,6.7,8794000.0
Delhi,1859,4,4,0,24,0,2,Furnished,Apartment,26.3,4,5,1.9,11854000.0
Delhi,1601,3,3,2,19,1,3,Semi-Furnished,Builder Floor,31.5,5,5,9.3,9351000.0
Delhi,1980,3,3,1,17,0,0,Furnished,Apartment,32.5,1,0,6.0,11502000.0
Delhi,2569,5,4,1,13,1,13,Furnished,Apartment,13.9,2,2,3.3,14132000.0
Gurgaon,1132,1,1,1,13,1,8,Unfurnished,Apartment,6.9,4,0,2.9,6135000.0
Faridabad,1951,4,4,1,21,1,29,Semi-Furnished,Apartment,32.0,1,7,2.2,4635000.0
Ghaziabad,1101,2,1,2,2,1,23,Semi-Furnished,Apartment,4.1,2,7,4.8,3631000.0
Noida,2245,4,4,2,10,2,3,Furnished,Apartment,25.5,3,7,2.2,10907000.0
Noida,1628,3,3,2,22,1,17,Semi-Furnished,Apartment,5.8,5,2,4.7,7331000.0
Faridabad,1124,2,2,2,13,1,13,Semi-Furnished,Independent House,14.2,4,7,2.3,3957000.0
Faridabad,2035,4,3,1,9,2,24,Semi-Furnished,Builder Floor,15.0,9,6,6.9,5277000.0
Noida,761,1,1,2,1,1,3,Semi-Furnished,Independent House,6.4,3,4,8.1,4217000.0
Noida,1553,2,2,2,14,2,24,Unfurnished,Apartment,32.4,1,0,5.9,4591000.0
Gurgaon,1752,3,2,1,16,0,9,Semi-Furnished,Apartment,1.1,4,2,7.1,10941000.0
Greater Noida,1067,2,1,2,20,1,2,Semi-Furnished,Independent House,31.4,4,4,9.4,4474000.0
Ghaziabad,1572,3,3,1,15,0,22,Furnished,Apartment,31.1,6,4,6.7,4776000.0
Delhi,1158,1,1,1,1,1,6,Unfurnished,Apartment,11.8,0,2,4.3,6052000.0
Greater Noida,1260,2,1,2,17,2,9,Semi-Furnished,Builder Floor,24.9,3,7,5.0,4410000.0
Faridabad,1216,2,2,2,24,0,12,Semi-Furnished,Builder Floor,9.6,4,2,8.7,3865000.0
Noida,1123,2,2,2,13,1,3,Furnished,Apartment,26.8,7,1,2.2,5080000.0
Greater Noida,1561,3,2,1,15,1,17,Unfurnished,Apartment,20.1,7,4,3.9,4438000.0
Ghaziabad,2000,4,4,2,16,1,10,Furnished,Builder Floor,11.2,0,2,6.2,6423000.0
Faridabad,2253,4,3,1,16,1,24,Unfurnished,Apartment,14.6,4,4,7.1,5009000.0
Delhi,2201,4,4,1,2,1,3,Semi-Furnished,Builder Floor,24.5,9,7,7.9,13288000.0
Delhi,1461,2,2,3,17,0,23,Furnished,Independent House,31.8,0,0,3.9,8080000.0
Ghaziabad,1674,3,3,2,11,1,13,Unfurnished,Villa,5.4,0,6,2.3,8400000.0
Ghaziabad,1205,2,2,1,8,1,17,Semi-Furnished,Apartment,20.4,1,3,9.6,2786000.0
Noida,1039,2,1,2,20,1,7,Unfurnished,Independent House,9.6,1,7,1.7,5022000.0
Delhi,1672,3,3,0,3,1,26,Unfurnished,Builder Floor,28.2,8,3,1.9,8329000.0
Faridabad,692,1,1,0,12,2,9,Unfurnished,Apartment,3.4,3,5,5.5,2235000.0
Greater Noida,1041,2,2,1,20,1,4,Furnished,Apartment,24.4,2,2,8.4,3350000.0
Faridabad,2664,5,4,3,16,1,22,Unfurnished,Independent House,6.9,0,2,8.0,7833000.0
Gurgaon,1778,3,2,1,14,0,6,Semi-Furnished,Apartment,21.3,1,7,9.4,7508000.0
Gurgaon,1506,3,3,2,16,1,11,Unfurnished,Apartment,29.4,5,4,2.3,7250000.0
Ghaziabad,927,1,1,1,21,1,24,Semi-Furnished,Apartment,26.7,8,7,4.4,2454000.0
Noida,1064,2,2,2,17,0,2,Unfurnished,Independent House,26.6,4,5,3.5,4885000.0
Gurgaon,2164,4,4,1,11,1,25,Semi-Furnished,Independent House,18.6,3,7,8.7,10234000.0
Delhi,1483,2,2,2,17,1,3,Semi-Furnished,Independent House,31.3,4,2,5.4,10323000.0
Faridabad,1423,3,3,1,19,1,9,Furnished,Apartment,21.0,8,7,1.2,4771000.0
Faridabad,1139,1,1,2,22,1,3,Unfurnished,Apartment,32.2,6,4,7.4,3177000.0
Ghaziabad,1461,3,3,3,1,1,14,Semi-Furnished,Builder Floor,19.6,7,2,4.5,4282000.0
Greater Noida,1090,1,1,2,12,0,28,Semi-Furnished,Apartment,18.2,3,4,5.8,3137000.0
Ghaziabad,2072,4,4,1,15,2,9,Unfurnished,Apartment,8.6,7,7,9.0,6527000.0
Greater Noida,2028,4,4,3,18,0,20,Semi-Furnished,Builder Floor,19.5,5,2,3.3,6848000.0
Ghaziabad,1819,4,4,0,23,1,29,Furnished,Villa,5.8,4,1,3.2,9147000.0
Ghaziabad,1002,2,2,2,14,1,21,Semi-Furnished,Independent House,30.6,6,6,3.4,3609000.0
Ghaziabad,2220,4,3,2,1,2,15,Semi-Furnished,Independent House,24.0,5,4,4.0,8079000.0
Greater Noida,1706,3,2,0,13,0,14,Semi-Furnished,Villa,34.8,2,6,2.0,8647000.0
Greater Noida,1431,2,1,1,15,1,18,Furnished,Apartment,4.1,4,1,7.3,5396000.0
Ghaziabad,1535,3,2,1,7,1,28,Furnished,Builder Floor,9.2,8,1,2.9,5113000.0
Gurgaon,1114,1,1,2,15,1,19,Furnished,Villa,30.8,6,1,9.3,7378000.0
Noida,1192,2,1,2,20,1,18,Unfurnished,Apartment,14.4,3,1,2.9,3959000.0
Noida,1984,3,3,1,10,1,17,Furnished,Independent House,16.9,6,0,3.3,9831000.0
Noida,1414,2,2,1,14,2,25,Semi-Furnished,Builder Floor,30.3,4,6,3.7,5302000.0
Greater Noida,1517,3,3,1,6,0,11,Unfurnished,Builder Floor,18.7,1,7,7.9,4501000.0
Greater Noida,1208,2,2,1,14,0,24,Furnished,Builder Floor,7.6,5,5,4.8,5292000.0
Gurgaon,1833,4,4,1,24,2,15,Semi-Furnished,Villa,31.3,6,7,8.4,11665000.0
Noida,2517,5,5,2,22,0,0,Unfurnished,Independent House,2.1,7,7,8.1,14943000.0
Noida,1919,4,3,0,12,2,15,Unfurnished,Apartment,31.4,5,6,9.4,6680000.0
Ghaziabad,1524,2,2,2,11,1,1,Unfurnished,Independent House,2.7,7,7,7.8,6966000.0
Greater Noida,1580,2,1,2,20,1,23,Unfurnished,Apartment,23.6,6,3,1.5,4424000.0
Noida,1488,3,2,1,22,0,14,Unfurnished,Apartment,3.4,1,0,8.5,5494000.0
Faridabad,1111,1,1,2,24,1,6,Semi-Furnished,Apartment,25.0,5,7,9.4,3037000.0
Gurgaon,646,1,1,1,19,1,27,Unfurnished,Apartment,2.2,8,2,9.9,2754000.0
Faridabad,1921,3,3,1,2,2,0,Furnished,Apartment,29.6,5,7,2.1,6731000.0
Faridabad,1683,3,3,1,22,2,4,Unfurnished,Villa,16.8,3,2,6.5,6998000.0
Gurgaon,2576,5,5,1,20,0,9,Semi-Furnished,Independent House,4.2,6,5,2.8,19972000.0
Faridabad,1133,2,2,1,1,0,21,Semi-Furnished,Builder Floor,25.0,2,3,3.4,2760000.0
Noida,1247,2,2,0,8,0,20,Furnished,Apartment,17.6,4,3,7.7,4855000.0
Greater Noida,1317,2,1,1,14,2,3,Unfurnished,Villa,7.5,0,3,9.8,6414000.0
Gurgaon,2235,4,4,0,9,1,13,Furnished,Villa,1.5,9,1,6.4,20561000.0
Ghaziabad,1975,4,4,1,2,0,12,Unfurnished,Independent House,15.2,2,0,8.7,6112000.0
Faridabad,2385,4,3,0,23,1,0,Unfurnished,Apartment,3.9,7,7,1.1,8360000.0
Gurgaon,2150,4,4,1,5,1,15,Furnished,Apartment,4.2,8,2,1.3,14688000.0
Delhi,1542,3,3,1,23,2,22,Unfurnished,Apartment,10.1,8,0,6.4,6942000.0
Delhi,1797,3,2,3,8,1,8,Unfurnished,Apartment,22.4,9,0,4.5,8728000.0
Greater Noida,1368,2,2,0,16,1,21,Semi-Furnished,Apartment,19.0,1,0,9.0,3380000.0
Noida,1900,3,3,2,22,1,15,Semi-Furnished,Villa,3.3,3,3,3.7,12991000.0
Greater Noida,1769,3,3,1,16,1,18,Furnished,Apartment,33.9,4,5,4.9,6035000.0
